Check-in;Check-out;Booked;Room;Payment type;Booking amount;Status;booking_id_hash;confirmation_id_hash
2025-09-27;2025-09-28;2025-05-08T06:20:00-07:00;Deluxe Suite;Expedia Collect;176.0;postStay;acfec076b0707a1d1b509615e8ad83cb98255f3cf997cd185881e7f4e18035be;acfec076b0707a1d1b509615e8ad83cb98255f3cf997cd185881e7f4e18035be
2025-09-29;2025-10-01;2025-01-16T21:54:00-08:00;Suite;Expedia Collect;327.75;postStay;c101b9b5b2e600b7f91dfbd0fefe1ad14c5593ea46236d9000dbac2b2e3ceffb;c101b9b5b2e600b7f91dfbd0fefe1ad14c5593ea46236d9000dbac2b2e3ceffb
2025-10-01;2025-10-07;2024-10-03T08:44:00-07:00;Suite;Expedia Collect;0.0;cancelled;8d4f52920b4cd8f0e68f505a62e8ed069c24594e35d455a80200a4d9d69e8d59;8d4f52920b4cd8f0e68f505a62e8ed069c24594e35d455a80200a4d9d69e8d59
2025-10-01;2025-10-07;2024-09-27T08:46:00-07:00;Double or Twin Room (Small);Expedia Collect;0.0;cancelled;b524fb42b9bcfbbaf5b325b2dc2b7532514c20fe708b57464ac6c409d65ceb3b;b524fb42b9bcfbbaf5b325b2dc2b7532514c20fe708b57464ac6c409d65ceb3b
2025-10-01;2025-10-07;2024-09-24T11:41:00-07:00;Deluxe Suite;Hotel Collect;0.0;cancelled;cb5be237dc8c0ad548578ae55cabb447a37da60b7262b49cd9d012de4aad14f3;cb5be237dc8c0ad548578ae55cabb447a37da60b7262b49cd9d012de4aad14f3
2025-10-02;2025-10-04;2025-07-14T19:28:00-07:00;Deluxe Suite;Expedia Collect;535.16;postStay;7fcb3797eacec4ae0597fe9b8625c1df3306ac901d81d5415233f40f2417fab6;aac0f6f0d28459cf13133527d64193bd88c3d10c9ea991f4f10d33396d01ae6d
2025-10-02;2025-10-04;2024-11-07T03:34:00-08:00;Double or Twin Room;Expedia Collect;263.1;postStay;d1257f349b1e328c9c0d2cb99384c588c7ec6569fe4d4b6bf952d24c245c3198;d1257f349b1e328c9c0d2cb99384c588c7ec6569fe4d4b6bf952d24c245c3198
2025-10-04;2025-10-06;2024-12-07T17:37:00-08:00;Suite;Hotel Collect;499.82;postStay;38fd8cf553984fce2480e13c0e4b08537a62294e5928084a197cacfd16c2c86f;38fd8cf553984fce2480e13c0e4b08537a62294e5928084a197cacfd16c2c86f
2025-10-07;2025-10-11;2025-04-10T07:17:00-07:00;Suite;Expedia Collect;645.4;postStay;3bbc526a86a9580c14ebe9cb9be495f8af7af0a1eb84ca079a16bb6a6ec27f24;3bbc526a86a9580c14ebe9cb9be495f8af7af0a1eb84ca079a16bb6a6ec27f24
2025-10-09;2025-10-11;2025-03-30T23:19:00-07:00;Double or Twin Room (Small);Expedia Collect;0.0;cancelled;7a037cc8dea8139d974cac06ad87591d50fca625b5396e318ee3c629329067cb;7a037cc8dea8139d974cac06ad87591d50fca625b5396e318ee3c629329067cb
2025-10-10;2025-10-11;2025-07-30T12:48:00-07:00;Suite;Expedia Collect;200.59;postStay;3bf8a9b100854d452a2cae8d0f6747bc42e6a45ac9f72e5188d1afb0d19ce2f2;8edf252e6e9656ff767c4797653789a9b02065869a763f3ef804e13a98fbb901
2025-10-18;2025-10-19;2025-05-17T23:04:00-07:00;Deluxe Suite;Expedia Collect;176.0;postStay;91e75e1985e27dd485bf2c36f0a26dfc962dfb52f503c6abae23f297c3faa7db;91e75e1985e27dd485bf2c36f0a26dfc962dfb52f503c6abae23f297c3faa7db
2025-10-18;2025-10-19;2025-04-03T07:25:00-07:00;Double or Twin Room;Expedia Collect;136.96;postStay;9d742356eb8c3048d5a0251a4aa9cec65aac8d9c31eaaf90def44235340ccee9;9d742356eb8c3048d5a0251a4aa9cec65aac8d9c31eaaf90def44235340ccee9
2025-10-19;2025-10-21;2024-08-06T08:02:00-07:00;Double or Twin Room;Expedia Collect;0.0;cancelled;560c65e2ae0441b73377a1180b96b54b4bc13aecee241d330e688881ed401dc0;560c65e2ae0441b73377a1180b96b54b4bc13aecee241d330e688881ed401dc0
2025-10-20;2025-10-22;2025-04-20T08:27:00-07:00;Double or Twin Room;Expedia Collect;375.02;postStay;5b129046b0b0916f12fc2e2cf9ea18ed95e7de0a7318185dc87749ee269c2723;5b129046b0b0916f12fc2e2cf9ea18ed95e7de0a7318185dc87749ee269c2723
2025-10-20;2025-10-24;2025-04-13T07:38:00-07:00;Suite;Expedia Collect;0.0;cancelled;7857132e8bac0af92de591c5e6463fa5694e7d78d7899e798cbe2dc38bfea2d6;7857132e8bac0af92de591c5e6463fa5694e7d78d7899e798cbe2dc38bfea2d6
2025-10-26;2025-10-29;2025-03-29T17:52:00-07:00;Deluxe Suite;Expedia Collect;561.0;postStay;89143fc27aad7022d1425df38e7f8179e31d4e04aa6c249c35367b065ff3569a;89143fc27aad7022d1425df38e7f8179e31d4e04aa6c249c35367b065ff3569a
2025-10-29;2025-11-02;2025-07-15T06:58:00-07:00;Suite;Expedia Collect;802.36;postStay;a5821e9df1441e76c73020acb8a4fa89f81eb8c6589d3bd533e4dbeaae3c0a82;db1a6e257c325d4398dbc5f5651d9d23130961c5ae21760783f3fcf404107f6c
2025-10-30;2025-11-02;2024-12-02T08:28:00-08:00;Double or Twin Room;Expedia Collect;0.0;cancelled;a293b53ccf6c490dd41d0d901e29cef8c3de4fc760a19529f9d9f4a57c30602d;a293b53ccf6c490dd41d0d901e29cef8c3de4fc760a19529f9d9f4a57c30602d
2025-10-31;2025-11-03;2024-11-02T14:38:00-07:00;Deluxe Suite;Hotel Collect;651.97;postStay;a9ec02c64610753f7bc0ce2438563cb96d017727c994d70fb95f689ed1de5b70;a9ec02c64610753f7bc0ce2438563cb96d017727c994d70fb95f689ed1de5b70
2025-11-01;2025-11-03;2025-07-31T16:15:00-07:00;Double or Twin Room (Small);Expedia Collect;0.0;cancelled;1c17424f7b8242aa345fdbc16558377add951b13c3cf3ee3982b1c60215507f2;7d99afbb795fb9ef4a82d4820c5d891c61d61261376269dbb02003628832b952
2025-11-05;2025-11-06;2025-05-19T14:52:00-07:00;Suite;Expedia Collect;0.0;cancelled;d6568215efc702ad85af7344f147c22c519e6e94272d15c2e057b9820abe1dc6;d6568215efc702ad85af7344f147c22c519e6e94272d15c2e057b9820abe1dc6
2025-11-08;2025-11-12;2025-07-31T16:11:00-07:00;Deluxe Suite;Expedia Collect;989.71;postStay;86ce2901c3af23eef426d75261b6c639f0d3f6ac80890b3245c336401ddbaaf8;24fa8e37814814fa41739fe300fe952f99a7263236db17753785948d875115c6
2025-11-11;2025-11-13;2025-04-01T11:27:00-07:00;Suite;Expedia Collect;0.0;cancelled;3386a5ecbc083442aa9896c13592d9dbb90955589f7077d11632dfdd76065604;3386a5ecbc083442aa9896c13592d9dbb90955589f7077d11632dfdd76065604
2025-11-21;2025-11-22;2025-08-17T14:41:00-07:00;Double or Twin Room (Small);Expedia Collect;247.52;postStay;d328f358dae23b7a0a7cb7c1edb454fb749d04a50d252d4856291965b4a707b5;3dc748a6e35704617c50a0fbd1ff5ae9f0c723f3e47c66f8da31563401310777
2025-11-21;2025-11-23;2025-01-25T06:30:00-08:00;Suite;Expedia Collect;244.8;postStay;477933815c01d6810889ec0f5fa5362a25e82a03206ffff31ef5f463ffc6cb64;477933815c01d6810889ec0f5fa5362a25e82a03206ffff31ef5f463ffc6cb64
2025-11-25;2025-11-28;2025-08-31T00:47:00-07:00;Suite;Expedia Collect;573.48;postStay;9f825f254c7e0cd1ee97e2579b80eb7b29cdd4aabce7f60641b08a637b630a0b;560a89b94e25f738aafa6b648ba67a53c254eb7a4a68315f2a4e43119a0261e9
2025-11-29;2025-12-01;2025-09-03T16:54:00-07:00;Deluxe Suite;Expedia Collect;511.2;postStay;63bfce8ebbabae1fb1bbdd3a0a4fdf88013fcf6f8422b34baf3cf821aa881b8d;2f3cb004f37c55aae9b70d6c40d523ef36684e938eade7e4d0a98cb7740ab2e0
2025-12-16;2025-12-19;2025-05-30T12:07:00-07:00;Double or Twin Room;Expedia Collect;343.65;inHouse;e8cb676d58e5d5678642d4151b8c0c435abb1e12f2a898114ee67bd602ed0897;e8cb676d58e5d5678642d4151b8c0c435abb1e12f2a898114ee67bd602ed0897
