Data do comentário,Nome do hóspede,Número da reserva,Título do comentário,Comentário positivo,Comentário negativo,Pontuação de comentários,Funcionários,Limpeza,Localização,Comodidades,Conforto,Relação preço-qualidade,Resposta do alojamento
20-04-2025,8353d433e80d706d0b8a623c036daf2dee0a21ac44a0264a83e1725ffcf63628,53133a8494dc48bbe9f81964c33b3854df375a67c86ce70b66174467b54e77a8,"Óptima localização, bons quartos e funcionários impecáveis. ","Decoração. Simpatia dos funcionários. O quarto selecionado era o “duplo pequeno” mas de pequeno nada tinha, era muito espaçoso. A localização era óptima.  Máquina de café no quarto. ","O quarto não estava devidamente limpo. Os fios das lâmpadas penduradas sobre as mesas de cabeceira estavam cobertos de cotão. Junto à cama e por baixo também havia cotāo e pelos. A cama não era cama de casal como diziam, eram dois colchões que estavam juntos e tinham um protetor por cima da união. O pequeno almoço era medíocre em termos de oferta e os funcionários só falavam em inglês e mal percebiam o português. Antes de irmos para o quarto deixar as coisas foram meter spray para cheirar melhor mas preferia que não o tivessem feito porque o cheiro era muito intenso. ",8,10.0,10.0,10.0,7.5,5.0,7.5,
20-04-2025,dea3d603e12eb4d348ddbf929fd3311779695d06eab090e818b21f10562d17ea,74b0b62a31359f86d743eb69a4b9a4a6025e9c92237d2c65f1732390fd9ba124,Very friendly and comfortable.,"This is a beautiful place in a perfect location, clean and comfortable. But the best thing is the staff. They were all so friendly and helpful, every single one of them.
Thank you for making our last 3 days in portugal the best days of the holiday.
",I can't think of anything.,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Haraldur,
It was a pleasure meeting you and having you as our guest.
We were very flattered not only by your review, but also for the flattering comments about our team. We are delighted to have contributed to making your stay in Lisbon a memorable one.
Warm Regards,
Alecrim Team
"
21-04-2025,9345a35a6fdf174dff7219282a3ae4879790dbb785c70f6fff91e32fafd66eab,297385388084e575cf4b755dc4b193b36a1d9ddecb074d3de17eea967cab0953,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
21-04-2025,46df21c3bf897655ba14e556391adf6a78fc3c5cc681d883be97de47456488ed,9d61d95f898b2f0310a9af08dcf660d05cd4a04851d9ea6330b971839164115e,Just fine,Front Desk Staff was friendly. Location within the city was good.,"We had Room 1… which is next to the main hallway and directly on the street. Like the window opens into the sidewalk. We heard people yelling and screaming coming back from the bars until 3am. Also, the room was pretty large but somehow lacking design touches and sufficient light.",7,7.5,2.5,10.0,7.5,7.5,5.0,"Dear Justin,
Thank you for your feedback. We're very pleased that you liked the location of the hotel and our staff. Regarding your negative comment given that we're located in the historic city centre, sometimes there's a bit more noise coming from outside.We have taken note of your comment regarding the room.
Warm Regards,
Alecrim Team"
23-04-2025,c3142079dd199ac39d6142174526325b9db96c8e83e437bf07eb855951d1ae23,f3ca1a3da02317a17025e66017b2b61e927eab1a5a0c722b7f0f23bf2a9b4a0a,,"Sehr nette Mitarbeiter, sehr zentrale Lage, super Frühstück ",,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Mirco,
Thank you for your recent stay and for awarding us a perfect rating. We’re thrilled that our staff, The breakfast and the location of the hotel were all up to par, Linda! We strive to provide a positive guest experience in every area. We can’t wait to have you back! 
Kind Regards,
Alecrim Team"
23-04-2025,6871b9660d29df5e88983ac9624646f82f3854f0778208d3c73924dff1681ca9,00085d97aa32b10aec1bbdd101e50bc6463e0637974ff2465d6a6b43eae16610,Wir kommen gerne wieder ,Die Lage und das besondere Ambiente ,,8,10.0,7.5,10.0,10.0,10.0,10.0,"Dear Winfried,
Thank you for taking the time to share this positive rating! It was a pleasure meeting you and having you as our guest.. We hope to welcome you back in the near future.
Kind Regards,
Alecrim Team"
24-04-2025,ed808a093cc50707c5ceb2de052730a1c2df16f6eab131ff6c0568a4bfec708d,9d60ea35b30899a5225ee93678fcae1d9d37d72b5e4a9d77c894e3595cc58455,"Wonderful place with excellent staff, close to lots of fabulous restaurants.","Wonderful accommodations, pleasant and helpful staff. Excellent breakfast included. Great safe location in a trendy area close to lots of cafes and restaurants. ","No elevator and quite a few stairs, but we were aware of that before booking. ",9,10.0,10.0,10.0,7.5,10.0,10.0,"Dear Joanne,
Thank you very much for your warm comments about our staff, breakfast and the hotel's location. . We hope to have you with us again when you return to Lisbon.
Warm Regards,
Alecrim Team"
24-04-2025,ddef973ee0e6b6f81bb67ed8b4fd266cfd57ef920299ccaf815e892c7dc70b00,59ad5285a7d103c8545f992caa8ced3a39807b0e17bb6bfa152bbec28ab0d976,,"Such a lovely stay in the heart of Lisbon. Calm, quiet room with a comfy bed and thoughtful touches, like bathrobes and a coffee maker. Friendly and helpful staff. Incredible breakfast. Enjoyed the convenient location. ","The layout of the room is a little strange, with there not being a true bathroom. One must climb a few stairs to get to the toilet, which could be an issue for people with mobility issues, and the sink is next to the beds. The room also gets quite humid. Would still recommend! ",9,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Miriam,
It was a pleasure meeting you and having you as our guest.
We were very flattered not only by your review, but also by the time you took to describe the hotel, the room, the staff and our breakfast. We are delighted to have contributed to making your stay in Lisbon a memorable one. We also took note of your comments about the room.
Kind Regards,
Alecrim Team

"
25-04-2025,1ea70b52803d11061ccce1dfee88098dd01dffc17108431635b4e5983724cd34,979f3ecbf65af11656fd2f1a1ff8ebbd432c88a76fe8af47c390966a2a2f8405,"Zuvorkommendes, aufmerksames Und sympathisches Personal. Tolles Frühstücksbüffet und ideale Lage.","Zuvorkommendes, aufmerksames Und sympathisches Personal. Tolles Frühstücksbüffet und ideale Lage.",Nichts,10,10.0,7.5,10.0,10.0,10.0,10.0,"Dear Christoph,
Thank you very much for your warm comments about our staff, breakfast and the hotel's location.We hope to host you again in the near future.
Warm Regards,
Alecrim Team"
27-04-2025,6410ef0d3a6d3324fcba02131e5742215c99301055398a75457a27ac89dffb5f,d4f711b7f1ea79a23789f49691d3d3054ee0552866e94d087968ef20fbea3861,Beautiful hotel in a great location with friendly and helpful staff. ,"Location, breakfast and staff were all excellent. ",The toilet in our room was up a few stairs. It’s a bit precarious and I fell so it would be better if there were some other safety measures there. ,9,10.0,10.0,10.0,7.5,10.0,10.0,"Dear Amy,
Thank you very much for your warm comments about our staff, breakfast and the hotel's location.t was a pleasure meeting you and having you as our guest.We're sorry that your fall on the stairs in the room leading to the toilet didn't give you the perfect stay, and we appreciate your comment so that we can improve this point.
Warm Regards,
Alecrim Team"
28-04-2025,60026e67d2ee71405b92cd19fa5535287b6c065ba27562db1d1a7fb6d4c571aa,d8c1011a095ee5e7514ba87721f462b7ae0241f191199005d814102e79c90d93,Foi uma estadia ótima ,"Quarto amplo e confortável. Sala separando quarto de banheiro com maior privacidade para ambos. Bom café da manhã, inclusive direcionado para o gosto do hóspede.","“Blindex” do banheiro pela metade, ocasionando piso molhado no banheiro ",9,10.0,10.0,10.0,7.5,10.0,7.5,
28-04-2025,aff83efa31ef38fd89f38f3c09409623869fb42a418d2b9d913078dcd718633a,e7e3a383527eddd41b623ad05b01b54b56354aef4b9c09839059d21d3d099888,"Fabulous, Characterful Boutique Hotel","Great location for exploring Lisbon. Walking distance to lots of sights nearby. Room size was very big with plenty of space to relax. The breakfast area downstairs was fabulous, oozing with character. All the food was of  a high quality and eggs were cooked to order. The area itself is quite compact, however, so when the hotel is busy there are occasions when a table is not available.

Reception staff were extremely helpful and friendly. We had an issue with lost luggage on arrival in Lisbon and the staff were so obliging in helping us liaise with the airport and getting our luggage delivered to the hotel.

We thoroughly enjoyed our 4 nights a Alecrim au Chiado.",Nothing - faultless!!,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Morag,
It was a pleasure meeting you and having you as our guest.
We were very flattered not only by your review, but also by the time you took to describe the hotel, our staff and the breakfast. We are delighted to have contributed to making your stay in Lisbon a memorable one.
Warm Regards,
Alecrim Team
"
29-04-2025,7063a398942ba5c6125429518d0608563f3974bb48013ddf58fb01d431538af2,70abcc14304d8a4f74c377263809e9b2e5e27d4eb05da18c1e30170297472339,,,,9,10.0,7.5,10.0,7.5,10.0,7.5,
29-04-2025,059f727ac7ff5dcdc2fb071c39101e66a9eb1c08f79fa26fd1ad01f335909130,bf8ce9d8157ae3a4ec2b1df5b04c31c3cbcbc2973796b572f92dbda018d3fa14,,"Charming, cute, clean, very kind receptionists. ","There’s some miscommunication about breakfast, I’d be fine without the extra sheet asking me what I’d like to have because almost everything was already available. One of the servers was coughing a lot, i wish she took the day off. ",7,7.5,7.5,10.0,7.5,10.0,7.5,"Dear Lily,
Thank you for taking the time to write your review. Our staff appreciates your kind words. We have taken note of your comment about breakfast and regret that one of the staff was coughing. We hope to host you again in the near future.
Warm Regards,
Alecrim  Team"
30-04-2025,d2aa25d0cfe721327d392f5de64577dbf7175470da636dd8da5f6d334a796abd,8e4191dffe84acb9d37524f79782cdcf32f3dbac83c87998171bd9ad543b15a0,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
30-04-2025,aea5a5ee6792fab36f3c60e62ef64e40061a8dac7d868b359aff7a4786a32e51,649e01184218c610d14d9177ebcff82a33af02aa6df86749a897d3290369ba23,We loved Lisbon. One of the top reasons was the great greeting we got from the staff and their information and suggestio,The breakfast was outstanding. ,,9,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Jeff,
Thank you very much for your excellent review. We're particularly pleased that our suggestions helped you to make your stay in Lisbon the best it could be. We hope to host you again in the near future.
Kind Regards,
Alecrim Team"
30-04-2025,9ae4bc0e32db0e3484cd398459d20f9b4f79cce36667428181bf037131a3c987,f40aacd734cce7255e1d81f044f9fb8455e1e4e546c1e0317910ba46d1986ac3,,,,9,10.0,10.0,7.5,10.0,10.0,7.5,
30-04-2025,248715109e6a2d0c23343a5dda82be162326e4715ec69bb8f24755848739d910,d5bc29985d7829e063053074b393fb2f0cc6784cccb65d0342b2b53feed66a48,Staff absolutely amazing - would highly recommend stay for anyone,Perfect location with plenty of options for food/drink in the local area. Hotel staff incredible - could not have asked for a better/more welcoming team.,Street noise outside window (we were on bottom floor) and WiFi issues throughout stay but everything else perfect!,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Elizabeth,
Where words fall short, ratings do the job! Thank you for such gracious ratings! We're very pleased that you appreciated not only our staff, but also the location of the hotel and our breakfast. 
Regarding the noise coming from the restaurant, given that we're located in the historic city centre, sometimes there's a bit more noise coming from outside. We hope to host you again in the near future.
Warm Regards,
Alecrim Team
"
30-04-2025,1f02e917fd21530620990a81a8ddce4a8cb1f0e57770e393877e4a68a2984ff8,910f9638febd3ab0143003945f1c87e389ca0ecb726fe4d0e2d070402f37f003,,"Was in a very convenient location, staff very friendly & helpful",We stayed in the front room on the street & it was very noisy throughout the night.,10,10.0,7.5,10.0,10.0,10.0,10.0,"Dear Sandra,
Thank you very much for your review.
We're particularly pleased that you liked our staff. Regarding the noise coming from the street, this is due to the fact that we are located in the city centre. Looking forward to hosting you again.
Warm Regards,
Alecrim Team"
01-05-2025,e89fe62ec86347c2b50f4a874bf6cc5e67b1cd579a9989a8bf7cb956045d40d7,9f6380a0774486c25e2e432cfc85054bbe6bb9a87b11b1b3a60c892ff410dbc5,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
01-05-2025,d68240867f65c6df4bcc7c988b8cf8dc95887fb77b75244e6cf28d1ce282882d,78bd214cf3efe8de552d9f589cf583c3d6ee23576b61d7c6bb03729cbbf04a95,,,,6,7.5,5.0,10.0,5.0,10.0,2.5,
02-05-2025,13e70f472bd396a575f0b922b379885c58309f4999ead92f2aacf7fc3a48e547,51079d75d06eb00bdb95f044b7a5e6dce22ca542a3b4f17115efdbb0bee54cd8,,,,10,10.0,10.0,10.0,7.5,10.0,7.5,
03-05-2025,7e8c729e4e4ecc320cb411c4d1419bf5fbad733212d4e9491b7630aaef0b8b1c,163e136a3eedfdca2cef1d1e5fd2c52d8a824ef32e76cb45e0f3ada6d45f802c,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
03-05-2025,f089eaef57aba315bc0e1455985c0c8e40c247f073ce1f4c5a1f8ffde8773176,e8c2582f7055e1be0ba0a0592ebe7c833a8f8aac73bcc62280ff7bed77fd5d24,Wonderful place to stay when visiting Lisbon,"We loved everything about this hotel - great decor, staff went above and beyond to make recommendations about things to do, and the breakfast and location were fantastic.  I'd give 10 stars if I could, and we will for sure stay here next time we visit Lisbon.",Nothing - all was great!,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Michael,
We were very flattered not only by your review, but also for the  comments about our team, the location, the decoration of the hotel and our breakfast.  We are delighted to have contributed to making your stay in Lisbon a memorable one.
Kind Regards,
Alecrim Team"
03-05-2025,d9fe69084da013cd6df27f134a21179ad0f68f1617b43bb4327be054ffd6ac1f,d85a8e90a56ead027c12e49f74bbce7a4933b2777fbc771ee263655d1dcb5738,Trois jours à Lisbonne ,"Nous avons beaucoup apprécié la localisation de l'hôtel, qui permet de se déplacer très facilement soit à pied, soit en transports en commun. Notre chambre au premier étage était agréable, propre et spacieuse. Le petit-déjeuner est très simple, mais les produits sont de qualités. Enfin, le personnel est très sympathique et aidant. ","L'insonorisation de la pièce (on entend très bien les autres clients) et les bruits de la rue, très fréquentée, qui ont été gênants la nuit. ",7,7.5,10.0,10.0,7.5,7.5,7.5,"Dear Alessandra,
Thank you very much for taking the time to give us your feedback on your stay. We're very pleased that you liked our breakfast, the room and our staff. Regarding the noise  given that we're located in the historic city centre, sometimes there's a bit more noise coming from outside. We´ve taken note of your comments about lack of soundproofing of the room. We hope to host you again in the near future.
Kind Regards,
Alecrim Team"
03-05-2025,81e11b14208176bd320839019ab306fabb862537aa0ecc2115422210edb3eda7,90f9407ab47ebaa6199fdfbec6a0e49203ace234b0de13b69de6ec006c9f5959,,Receptionists were super friendly and helpful. I got all the needed information about Lisbon from them. We felt very welcome here. We liked the breakfast too and the personel in the kitchen.,"It was a bit noisy to sleep. Our room had two windows towards the street and there was traffic at least until 00:00 ( i guess i fell asleep after that). Also as this is an old building with wooden floors and wooden doors I could hear our neughbors coming and going, closing the doors. ",9,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Karina,
Thank you very much for the top rating you gave us and for your kind comments about our staff and the breakfast. We're very grateful that we were able to provide you with a great stay in our city,Regarding the noise coming from the street, this is due to the fact that we are located in the city centre.Regarding the noise inside, this is due to the fact that it is an old building, with more than 3 centuries of history. Looking forward to meeting you again.
Warm Regards,
Alecrim Team"
04-05-2025,6aac1e2f1838b854ba9d1abf94f018fdf70cf4aedfb8e46f513f49854df3be4e,2a46cb5b3b8477ff414cdf004861699a131d18944776da39cd632e828123cd6c,Very nice place to stay,"Great location, good staff, and nice rooms",Very noisy at night in room five.,9,10.0,7.5,10.0,7.5,10.0,10.0,"Dear Randy,
It was a pleasure meeting you and having you as our guest.We're glad you enjoyed our staff, the room and the location of the hotel.
Regarding the noise coming from the street, this is due to the fact that we are located in the city centre.
We hope to host you again in the near future.
Kind Regards,
Alecrim Team"
04-05-2025,0e4dd66217fc8d2e298b78c8cd9392870dcd065d0ff675d0edff5bcd227837e9,d42dae0284e0efff1a8151f1abe73042a512746fd9f249dd57f9d5d2d6eb4432,,Sehr gemütlich; super freundliches und hilfsbereites Personal; tolles Frühstück,,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Kevin,
Thank you for taking the time to rate our hotel with the highest rating.! We're thrilled to hear that you enjoyed your stay with us and that we met your expectations. We can’t wait to see you again 
Warm Regards,
Alecrim Team"
04-05-2025,f8a02c576de3e8b60e0c3a9c933d6a7eb0f83c4ee04bae5a5a2c8e939404c8d9,07c8c4edd645c27208ad56f288ec0a0ee72ced60b90b9c46d75e1506bac0b1ab,,,,10,10.0,10.0,10.0,7.5,10.0,7.5,
05-05-2025,51d14e1f0653c2abe470eaaae14771cb3a8e63e3ddea096b7987e1f8ffb48677,ea7d91e2265def159fd60d0d2d64c50479745648ef572b4dfb5301a23fce524a,Super Hotel,"Alles, das Hotel ist genau wie beschrieben, sehr gut gelegen, gutes FrÃ¼stÃ¼ck und sehr nettes Personal. Falls wir wieder nach Lisabon gehen, werden wir bestimmt dort bleiben und Freunde weiter empfehlen. ",Alles war wunderbar. ,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Candrian,
The title of your review left us completely overwhelmed, as did your rating.Thank you very much for your warm comments about our staff, breakfast and the hotel's location.We are delighted to have contributed to making your stay in Lisbon a memorable one.
Warm Regards,
Alecrim Team"
05-05-2025,444c1929a1da6cbd5027bc0050d6c3229b30e63fbacb6ce6cee9007a1ad9442c,50b5f6edb0fe01531e1cf09fdc162b8b9aaba8a042d3ddb03aa55b476112f2c5,,,,9,10.0,10.0,10.0,10.0,10.0,10.0,
06-05-2025,037c6b5cb3d11499263339b26b7d6eac95dba23800421cb606188b3065e8ac06,0b7989ca703f871da54fe7ce0d6a51cf3dbe7f49e800ca9073834137740b4c33,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
06-05-2025,fc645af023161d0cb3339b18ae3309744618c078e075be2d9229f0b7662b007a,a51dd70a7004451b793ec051181441f85f547cb247091b0e84640ad7f1af85ee,"Really helpful and friendly staff, very well maintained and spotlessly clean  ",Excellent service and great breakfast. ,Outside windows opened out on street level but we only there for one night so did not bother us. ,9,10.0,10.0,10.0,10.0,10.0,7.5,"Dear Lynne,
Thank you very much for your review.
We're particularly pleased that you have enjoyed our staff as as well as the cleanliness of the hotel. Regarding the noise coming from the street, this is due to the fact that we are located in the city centre.
Warm Regards,
Gonçalo

"
07-05-2025,dc5321cfe2b29a8856229f03b89cb5c597c5b19f255bed7dc888f0867b25c78d,9963ba8f72ac6b13bd60de7e8695a550d7b88b6ec27a19a187c62b99a46c8eb2,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
07-05-2025,3d863313279388d3445ed1c80e42a2ab0ea2269694838c54522acd364eeb2670,1ffe655c4505092ca3f785ed2521c9644dbc53aefdf4ef4d1e66abe9afd5bb90,,Staff was spectacular. Breakfast was amazing. Great location ,Nothing but too short of a stay,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Woltz,
It was a pleasure meeting you and having you as our guest.Thank you very much for your warm comments about our staff, breakfast and the hotel's location.We hope to host you again in the near future.
Kind Regards,
Alecrim Team"
07-05-2025,61fe0e2a1eda119b0c32a9d3b21d8cbbebf8b0d69d16c98034946946792dd7d2,eed55a5875f2af22ae4d90d35dab6cc3b9f9747054ce14bc5f1dc006c1e9e58e,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
08-05-2025,d873a0c532a170523eb33ec6211bc23da7d01ebeb71cfba2497f3211409a63e6,f6b558c24252014cf66f9e5bd31c24d8494dc5743509aa15552e978e60037162,,,,9,7.5,10.0,7.5,7.5,7.5,7.5,
08-05-2025,1d5cc3f69b89d8bfb2428f6acb0044437089110724688dc2c6aec9a8446ff4f7,242f77a6018fb21652cea62a0c1a804eb5370595bacda49ff400b7a8e8cbee24,,,,9,10.0,10.0,10.0,10.0,10.0,7.5,
09-05-2025,18dcffd84c4dbda69b7648f909c71a196da96456d33e1746e82eb0ca8df30b1a,ad152f2a1954e31d92345393fd20a7c4597bdf4a09688d42085883c08203fde5,Highly recommended stay,"Great location, amazing hospitality. ",,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Vishwajit,
Thank you for taking the time to rate our hotel with 10/10! Your glowing feedback made our day! We're dedicated to providing memorable experiences, and your satisfaction lets us know we're on the right track.We hope to welcome you back in the near future.
Warm Regards,
Alecrim Team"
09-05-2025,d389e0c290ef5aaf0beb87b24760bdb3f1e9003f299359988bd4e4c5fd9db100,20e1ec2c62e1b256f62ba66531d95b403648afb27e2ecab630075eb19ff32113,,,,9,10.0,10.0,10.0,10.0,10.0,10.0,
09-05-2025,9e5f21bf9467fe8765bd239ebb2eb26a678e42d1bca5220e092741750b9957ae,b798cf9fd3edb0c383f19f73d4dd9fcf874f1f2c9acb9d5bd7017e97e52d85f3,Leuke stad.,"Ontbijt was goed.
Was geen overdaad aan keuzes maar prima.",Bedden zijn erg hard.,8,10.0,10.0,7.5,7.5,7.5,7.5,"Dear Marianne,
Thank you very much for taking the time to give us your feedback on your stay.We took note of your comment about the hardness of the beds.We hope to host you again in the near future.
Kind Regards,
Alecrim Team"
11-05-2025,dbaf86dd80e3bcd5fe4bdb15daa4bc47b66e00bddc2c8e5fa988a183d1ce1899,fabf4a7b3a21c2b35cb015ce89060ddfc51ef01dfbe4a0ae63b83ec926d20e75,Uitstekend,,Geen minibar op de jamert,9,10.0,7.5,10.0,7.5,5.0,7.5,"Dear Nadia,
Thank you for your feedback.It was a pleasure to have you as a guest. We´ve taken note of your comment regarding the lack of a frigobar in the room.We hope to host you again in the near future.
Kind Regards,
Alecrim Team"
11-05-2025,a93f105aa10fdc9040a126b0a327e09d475f01f4855662e9ed7669b939f19f25,9c2deb1a95d77bf2e80db1e1b7c22d49ec882e305febc82dbef0225bdd0e1825,,,,9,0.0,0.0,0.0,0.0,0.0,0.0,
11-05-2025,731e277dcdccaafad5f6ed4616174fdf4ee475470e12ef632b398c79cf83962e,b7e2f51cda55711833fe144382f4567e66eb100f67e94a510f3fbde91765fdff,,,,8,7.5,7.5,10.0,5.0,7.5,7.5,
12-05-2025,d6603d1f826c8481c3d52511cd67ddd6ff9bba7afeadc15ac5132de34291eb5f,f2f2c5b8e58c36ad58a253fd0852288033494478cf1d393ba0e2ca2cfd258949,"Schön und sehr zentral, nur zu empfehlen!","Bei Ankunft relativ früh am Morgen wurden wir gleich eingeladen uns noch am Buffet zu bedienen. Die Sache mit dem grossen Backout des Stromes wurde sehr gut gemeistert mit elektrischen Kerzen, welche abgegeben wurden.","Leider wurde es im Speiseraum (relativ klein) ziemlich laut, wenn sich gewisse Gäste über den letzten Tag ausgetauscht haben.",9,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Eva,
Thank you very much for your review. We are very glad that you enjoyed your stay, despite the general blackout that deprived the country of electricity on the day of your arrival. We apologise for the general ‘excitement’ on the day after the blackout and hope to have you as a guest again in the near future.
Kind Regards,
Alecrim Team"
12-05-2025,95b0b3ab179332490c229e0ae8c22fe2703bacb28d32ca80a28e02c2820e1d94,7515fd6314fbdf066d11d32da7f8e69a187c62e4a774f09b373af7f2fdbb687a,,"Sehr zentrale Lage zu Bussen,Straßenbahnen, Taxis, Fähren ,Ausflügen mit Booten und wenn man zu Fuß das Zentrum erkunden möchte.
Das Personal war immer sehr freundlich und zuvorkommend.Das Frühstück war  ausreichend,das Wurst und Käseangebot könnte man erweitern. Unser Zimmer hatte eine gute Größe und es wurde jeden Tag gereinigt. ",,9,10.0,10.0,10.0,7.5,7.5,7.5,"Dear Simone,
First of all we would like to thank you for taking the time to write us such a detailed review of your stay. We have taken note of your comment about the variety of the breakfast.We hope to host you again in the near future.
Warm Regards,
Alecrim Team"
12-05-2025,739061d73d65dcdeb755aa28da4fea16a02b9c99b4c2735f2ebfa016f3e7fded,c0f25b17a60708cf48e3e867b47dc808e5949fe4235174c183120162836d4798,Perfect for our stay. Would stay again and would recommend ,"Great location, everything we needed and lovely staff",The road was a little noisy ,9,10.0,7.5,10.0,7.5,10.0,7.5,"Dear Caroline,
Thank you for taking the time to share this positive rating! We're particularly pleased that you have enjoyed our staff. As for the street noise, that's because we're located in the city centre.We hope to have you with us again when you return to Lisbon.
Warm Regards,
Alecrim Team"
12-05-2025,1588d4fabfb0d1cf30c76ac7efa81861bb53fd3e646891a0ecfd3b86ea41e1bc,2c28e40f5b61d23a949ef677549015e094a876224fdf75d2ff8a1c9e073dde8a,,Das Personal ist super freundlich und das FrÃ¼hstÃ¼ck war extrem gut. Die Lage perfekt.,"Das Zimmer ist ein wenig dunkel, da wenig Tageslicht",10,10.0,10.0,10.0,10.0,10.0,7.5,"Dear Mike,
The fact that our guests appreciate our breakfast is very important to us, as it's with a little pleasure like this that you get the day off to a good start.  Thank you very much for your warm comments about our staff, and the hotel's location as well. Hope to welcome you back in the near future.
Kind Regards,
Alecrim Team"
13-05-2025,9345a35a6fdf174dff7219282a3ae4879790dbb785c70f6fff91e32fafd66eab,d07eb4de7fa4356b290daf145ba6f2d0120d9b937c159f4a3d0f0c6e4040e1db,"beautiful, historical, great location, excellent service ","The room matches the ambience of the city.  meticulously kept and presented.  the breakfast was outstanding, the staff were outstanding.","the bed was a bit firm
while sexy - the outside shower of the two shower heads was very close to the room floor - so there was no way to keep from getting the floor wet.  The shower pan (the shower floor) was not non skid ",8,10.0,7.5,10.0,7.5,10.0,7.5,"Dear James,
It was a pleasure meeting you and having you as our guest.
We were very flattered not only by your review, but also by the time you took to describe the hotel. . We are delighted to have contributed to making your stay in Lisbon a pleasant one.We've taken note of your comment about the bed and shower.
Kind Regards,
Alecrim Team
"
14-05-2025,612a9940daf670faf2d8670dba9750d8d4a385f769db887269b8cbcc2c04ec86,073b248edd8815bc9ee0bfe35118aa381454d85d9e5e5da4b0dd6eee0c7e4911,Charming hotel in Lisbon near metro,Claudia was friendly and helpful.  We arrived early and she worked hard to get our room ready by 2pm before our tour.   The room was large and the beds comfortable.  The breakfast staff and food choices were exceptional and delicious.  The pastries and fresh squeezed orange juice were a plus.,We booked out reservation 6 months in advance and were staying 4 nights.  We emailed in our reservation and requested a room on the quiet side of the building but they were not able to accommodate so that was disappointed but I would still go back to this charming hotel.,9,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Kathryn,
Thank you very much for your warm comments about our staff, breakfast and the hotel's location.Regarding the fact that we couldn't assign you the room on the side of the hotel that you preferred, whenever possible we try to respect the guest's preference, but this time, for logistical reasons, this wasn't possible, as the rooms had already been assigned for a long time. 
Kindest Regards,
Alecrim Team
"
14-05-2025,f089eaef57aba315bc0e1455985c0c8e40c247f073ce1f4c5a1f8ffde8773176,9de8c23defc2bb5b8d16812f7c225139dd4dea97282a39deb52f85a79d710e02,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
14-05-2025,7e8c729e4e4ecc320cb411c4d1419bf5fbad733212d4e9491b7630aaef0b8b1c,2b56351709b6609090cd61185bb30dd77604e41ca23166c584a8b2dbe54f04e9,,Very well run hotel by charming staff with excellent English. Nice light spacious rooms. Generous and tasty breakfasts. Highly recommended ,,9,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Sarah,
We are very pleased that we were able to offer you a great stay. We would like to thank you for your kind words about our staff and breakfast and also by the description of the hotel and the room.We hope to host you again in the near future.
Kind Regards,
Alecrim Team"
14-05-2025,5632e195ae87f23c49c2803e1c40d0401d5f8da65ad49c6e01bf8e803266ecc9,7ccc01299dca12c0fd216bb4ffdcb8502d4e5a64ebca081b3bcbf19c105bd88c,Central location and very clean  ,The location was really good - very close to everything we were wanting to see. The breakfast was also really nice with fresh pressed orange juice and a good variety of options ,The layout of the room was a bit strange. The toilet was in its own small room with 4 stairs leading up to it and the shower was in the main room. Not an issue for us but a bit odd ,8,10.0,10.0,10.0,7.5,10.0,10.0,"Dear Katherine,
Thank you very much for such a great review. The fact that our guests appreciate our breakfast is very important to us, as it's with a little pleasure like this that you get the day off to a good start. We've taken note of your comment regarding the layout of the room. We hope to welcome you back in the near future.
Kind Regards,
Alecrim Team"
14-05-2025,f089eaef57aba315bc0e1455985c0c8e40c247f073ce1f4c5a1f8ffde8773176,4fc29a625556304d33af9542a1b782142b45727624d7ce0d2250df5a2a5afcfa,Lovely boutique hotel in excellent location ,Location and very very helpful staff,Nothing,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Michael,
Your 10/10 rating fills us with joy! We are very pleased that you have enjoyed the hotel´s location and our staff. We hope to welcome you back in the near future to make your stay at least as marvellous as this one.
Kind regards,
Alecrim Team"
